company_name,state,sector,paid_up_capital,authorized_cap_inr,age_years,director_count,sector_risk_score,credit_score,default_risk,log_cap,capital_tier,is_metro,state_msme_credit_cr,is_opportunity,credit_score_raw,state_npa_proxy,credit_gap_ratio
Global Trading Corp,Delhi,Construction,228493.8958136988,269819.24690122105,1.8954668345131256,3,0.68,0.9,1,12.339269151271276,Micro,True,103000.0,0,9.0,0.04,0.65
Prime Enterprises Ltd,Karnataka,IT Services,1677516.96855219,1953766.8081432409,6.44644032120337,3,0.15,74.2,0,14.332825859277127,Small,True,144200.0,1,46.5,0.05,0.45
Royal Ventures Pvt Ltd,Maharashtra,IT Services,14366733.275465548,17941649.208446383,3.264668615550069,4,0.15,74.2,0,16.48042597234367,Small,True,226600.0,1,46.5,0.05,0.45
Global Systems Corp,Gujarat,Retail,7187464.332354175,9124543.814437978,6.364776438386878,4,0.28,81.4,0,15.787849140751474,Small,True,123600.0,0,50.6,0.06,0.45
Shree Logistics Pvt Ltd,Rajasthan,Logistics,1032423.9672829744,1314768.9328632413,4.149867603918283,6,0.35,35.5,0,13.847420930264292,Small,False,51500.0,0,31.7,0.08,0.45
Shree Enterprises LLP,Telangana,Retail,5402907.2041996885,7204066.855895589,16.634959435395558,3,0.28,99.4,0,15.502447922898364,Small,True,51500.0,0,84.1,0.06,0.45
Nova Enterprises LLP,West Bengal,F&B,434755.8556918266,544398.132342115,5.588823902701817,5,0.55,25.6,0,12.982542201366092,Micro,False,51500.0,0,27.7,0.08,0.65
Prime Tech LLP,Delhi,Manufacturing,281812.4913904878,358326.19376885873,1.9717187545989283,2,0.42,4.7,1,12.549000753065393,Micro,True,103000.0,0,16.2,0.04,0.65
Royal Industries LLP,Tamil Nadu,Manufacturing,204565.77126697087,282371.6013121312,4.5534159158390715,4,0.42,15.4,0,12.228649711035189,Micro,True,154500.0,0,23.3,0.06,0.65
Sai Logistics Ltd,Telangana,Construction,6208995.462818068,7639112.354640412,6.164636681018657,3,0.68,59.6,0,15.641509840660616,Small,True,51500.0,1,40.1,0.06,0.45
Nova Industries Pvt Ltd,Tamil Nadu,Retail,159659.0600629997,222875.6067756496,4.306961437123448,3,0.28,17.9,0,11.980802209392875,Micro,True,154500.0,0,24.4,0.06,0.65
Blue Industries LLP,Rajasthan,Retail,1764642.1196158535,2411861.63738283,7.496125421374201,3,0.28,76.1,0,14.383459029386728,Small,False,51500.0,0,47.4,0.08,0.45
Blue Solutions LLP,Karnataka,IT Services,1060349.4883004252,1502257.061121007,5.082641759371522,2,0.15,58.4,0,13.874110060775829,Small,True,144200.0,1,39.6,0.05,0.45
Global Tech Pvt Ltd,Gujarat,Retail,9401208.308763042,13077573.898622151,5.588730851524311,2,0.28,79.3,0,16.056348888833956,Small,True,123600.0,0,49.3,0.06,0.45
Blue Systems Ltd,West Bengal,Retail,1448601.3875217163,1899786.602298441,6.166560380108892,3,0.28,64.3,0,14.18610977890003,Small,False,51500.0,1,41.9,0.08,0.45
Apex Solutions Pvt Ltd,Telangana,F&B,52936.68973540891,61128.01075909873,1.7579000760611638,5,0.55,0.2,1,10.876870835527942,Micro,True,51500.0,0,4.1,0.06,0.65
Apex Enterprises Corp,Maharashtra,Construction,361638.1894715787,467962.4191664738,17.571910866738868,3,0.68,95.5,1,12.798402279591128,Micro,True,226600.0,0,64.6,0.05,0.65
Blue Logistics Ltd,West Bengal,Manufacturing,2117270.1263139485,2649123.3333085096,5.247202753617066,3,0.42,52.2,0,14.565638612919894,Small,False,51500.0,0,37.5,0.08,0.45
Nova Trading Pvt Ltd,Delhi,Retail,2120380.6745638195,2554981.002160835,3.814933291741617,3,0.28,47.3,0,14.56710666561542,Small,True,103000.0,0,35.8,0.04,0.45
Prime Trading Pvt Ltd,Delhi,Retail,1053747.202991028,1329509.323171248,7.991844849747413,4,0.28,74.2,0,13.867864082950156,Small,True,103000.0,1,46.5,0.04,0.45
Green Systems Corp,Telangana,IT Services,74251415.66984259,84517140.06699085,2.7931335967387896,2,0.15,85.3,0,18.122967415193585,Medium,True,51500.0,0,53.2,0.06,0.25
Apex Ventures Corp,Tamil Nadu,Retail,892670.071314012,1165936.0860115816,6.2399614249732185,5,0.28,58.7,0,13.70197345081064,Micro,True,154500.0,1,39.7,0.06,0.65
Nova Solutions LLP,Rajasthan,Manufacturing,644653.1502360459,741638.7212045878,11.67599721296614,5,0.42,85.8,0,13.37646925078622,Micro,False,51500.0,0,53.4,0.08,0.65
Sai Systems LLP,Rajasthan,Manufacturing,2357126.0200285455,3230581.1001364575,2.8699092101281947,2,0.42,31.5,0,14.672954071017156,Small,False,51500.0,0,29.9,0.08,0.45
Green Ventures Pvt Ltd,Uttar Pradesh,F&B,506906.9741829477,648897.0538115207,4.212491634088972,3,0.55,16.7,1,13.136084755611016,Micro,False,51500.0,0,23.8,0.09,0.65
Royal Trading Ltd,Delhi,Retail,108485.51236968482,120828.1828675072,10.863943623457596,1,0.28,70.7,0,11.594381134278706,Micro,True,103000.0,1,44.8,0.04,0.65
Global Tech Ltd,Telangana,Manufacturing,858997.717396463,1229935.5513869363,2.4897500989759864,2,0.42,16.0,1,13.663522707829612,Micro,True,51500.0,0,23.6,0.06,0.65
Prime Enterprises Ltd,Delhi,Logistics,10127412.669400714,11969801.341220643,7.747686591535224,2,0.35,88.8,0,16.13075652964849,Small,True,103000.0,0,55.5,0.04,0.45
Apex Logistics Corp,Maharashtra,Manufacturing,4060453.771833692,6052703.456647076,10.3525699908696,4,0.42,91.7,0,15.216805538071872,Small,True,226600.0,0,58.1,0.05,0.45
Nova Solutions Pvt Ltd,Gujarat,F&B,573941.4785559434,770966.7211538899,12.6225285409398,1,0.55,85.1,1,13.260284458705176,Micro,True,123600.0,0,53.0,0.06,0.65
Global Solutions LLP,Karnataka,Retail,687616.5518184507,788899.2772899957,13.614216532063924,3,0.28,94.8,0,13.440988078369887,Micro,True,144200.0,0,63.5,0.05,0.65
Blue Logistics Corp,Uttar Pradesh,Retail,3974753.43044712,5857161.636169025,6.340358180748969,3,0.28,76.5,0,15.195473525658327,Small,False,51500.0,0,47.6,0.09,0.45
Nova Trading Pvt Ltd,West Bengal,F&B,700093.2334391472,1012157.3465266164,1.7516947662632307,3,0.55,5.6,1,13.458970224163972,Micro,False,51500.0,0,17.1,0.08,0.65
Blue Solutions Corp,Karnataka,Manufacturing,23246.38220347729,30682.595390774128,9.26485801406506,3,0.42,27.9,0,10.053947811277563,Micro,True,144200.0,0,28.4,0.05,0.65
Global Ventures Corp,Karnataka,Retail,868309.4050701364,1246702.4009294289,10.261368051430502,4,0.28,85.3,1,13.674304539243249,Micro,True,144200.0,0,53.2,0.05,0.65
Blue Logistics Pvt Ltd,Gujarat,Logistics,12585538.968261074,18575874.79395576,2.0635331957441228,4,0.35,51.3,0,16.34805909133324,Small,True,123600.0,0,37.2,0.06,0.45
Prime Enterprises Ltd,Karnataka,Construction,1097139.990600783,1287735.762827878,3.9175431671031538,3,0.68,16.4,0,13.908218254791766,Small,True,144200.0,0,23.7,0.05,0.45
Royal Solutions Pvt Ltd,Rajasthan,IT Services,2062055.164932418,2737115.900361597,5.547180896463126,4,0.15,70.0,0,14.53921418127365,Small,False,51500.0,1,44.5,0.08,0.45
Nova Logistics Ltd,Telangana,Construction,98643.29032975236,143642.029344796,4.70744222943209,6,0.68,3.2,1,11.499275631719527,Micro,True,51500.0,0,14.3,0.06,0.65
Prime Industries Pvt Ltd,Telangana,F&B,92896.18996130535,111802.1404486257,3.652528032771088,6,0.55,2.7,1,11.439248676349887,Micro,True,51500.0,0,13.3,0.06,0.65
Sai Industries Corp,Rajasthan,Construction,816578.9951429832,950970.8103488506,5.483291792920946,2,0.68,25.3,1,13.612880159824437,Micro,False,51500.0,0,27.6,0.08,0.65
Royal Industries Pvt Ltd,Delhi,Retail,2778730.244705528,3376169.695343766,14.819427178294266,4,0.28,98.6,0,14.837504994694095,Small,True,103000.0,0,74.6,0.04,0.45
Prime Ventures Pvt Ltd,Gujarat,Logistics,36790453.72045619,41996396.27452568,3.777968480881276,1,0.35,78.2,0,17.420748986897376,Medium,True,123600.0,0,48.5,0.06,0.25
Prime Industries Corp,Uttar Pradesh,IT Services,807227.0609530386,1177171.5884005995,5.132218208249103,4,0.15,54.9,1,13.601361510738712,Micro,False,51500.0,0,38.4,0.09,0.65
Shree Solutions Corp,Uttar Pradesh,Manufacturing,921266.945146271,1202387.086925923,9.17981033386372,2,0.42,74.6,1,13.733506201423534,Micro,False,51500.0,0,46.7,0.09,0.65
Sai Systems Ltd,Maharashtra,Manufacturing,8496375.020100223,10902209.573795913,9.300138676651777,4,0.42,91.9,0,15.955150279970852,Small,True,226600.0,0,58.3,0.05,0.45
Royal Systems Ltd,West Bengal,Manufacturing,782155.3416355463,960798.697358004,14.578790331339096,2,0.42,95.3,0,13.569809924910183,Micro,False,51500.0,0,64.2,0.08,0.65
Royal Systems Ltd,West Bengal,IT Services,1806064.1852725316,2526537.545579983,5.616199295527812,4,0.15,69.3,0,14.406661106035576,Small,False,51500.0,1,44.1,0.08,0.45
Blue Systems Corp,Uttar Pradesh,Retail,13156548.495820602,14809509.415031884,11.936358147063745,2,0.28,98.2,0,16.39243025311575,Small,False,51500.0,0,72.6,0.09,0.45
Sai Ventures LLP,Tamil Nadu,Logistics,2982908.3799046436,3440818.3977953503,3.688825435483251,2,0.35,46.5,0,14.908409684190197,Small,True,154500.0,0,35.5,0.06,0.45
Nova Trading Pvt Ltd,Gujarat,Construction,224072.47821669423,314627.17756961024,2.4053108124744984,4,0.68,1.7,0,12.319729304800935,Micro,True,123600.0,0,10.6,0.06,0.65
Apex Industries Corp,Rajasthan,Manufacturing,1255934.2753427466,1598669.22387679,6.096816547902922,2,0.42,52.9,0,14.043391092312016,Small,False,51500.0,0,37.7,0.08,0.45
Shree Industries Pvt Ltd,West Bengal,Retail,690263.5137547938,762003.3055176459,1.455670390427737,4,0.28,12.7,1,13.444830156380169,Micro,False,51500.0,0,22.1,0.08,0.65
Green Logistics Ltd,Delhi,Manufacturing,304305.59589807334,438417.9821224078,9.991717452022376,3,0.42,68.7,0,12.625791011292849,Micro,True,103000.0,1,43.8,0.04,0.65
Lakshmi Industries Ltd,Delhi,Retail,51049233.06495497,67983558.33809057,5.908747044783134,2,0.28,92.5,0,17.74830109883761,Medium,True,103000.0,0,59.0,0.04,0.25
Nova Ventures LLP,Telangana,IT Services,5040348.090239681,5795620.835472473,3.995094261832027,3,0.15,68.5,0,15.43298590158536,Small,True,51500.0,1,43.7,0.06,0.45
Apex Ventures Corp,Telangana,Construction,1513587.1585600956,2154111.40901224,4.102873108031161,5,0.68,21.0,0,14.22999365388769,Small,True,51500.0,0,26.0,0.06,0.45
Nova Solutions LLP,Telangana,F&B,1842646.56039958,2665339.389168205,1.227879348361549,3,0.55,9.2,0,14.426713986894235,Small,True,51500.0,0,20.2,0.06,0.45
Apex Tech Corp,Maharashtra,Manufacturing,1189002.9635214151,1557211.6277780158,2.27178452629467,2,0.42,17.9,0,13.98862650915888,Small,True,226600.0,0,24.4,0.05,0.45
Royal Trading Pvt Ltd,Uttar Pradesh,Retail,4431845.558847641,6469453.071508091,4.400385876587383,4,0.28,63.2,0,15.304326885611292,Small,False,51500.0,1,41.5,0.09,0.45
Apex Ventures LLP,Tamil Nadu,Manufacturing,274968.23008421675,353499.2036924344,7.014734969837211,2,0.42,39.2,1,12.52441447978564,Micro,True,154500.0,0,33.2,0.06,0.65
Shree Ventures Corp,Telangana,Construction,8665145.37518256,9606684.687020434,6.27398819387123,3,0.68,65.3,0,15.9748193736819,Small,True,51500.0,1,42.2,0.06,0.45
Shree Enterprises Corp,Telangana,Manufacturing,478133.234951504,533586.739925469,9.703718221249773,2,0.42,71.4,1,13.077646798307656,Micro,True,51500.0,0,45.1,0.06,0.65
Sai Solutions Ltd,Telangana,F&B,606475.9228085337,896827.5314354062,3.371900297187487,6,0.55,12.0,1,13.3154219568625,Micro,True,51500.0,0,21.8,0.06,0.65
Green Tech Corp,Rajasthan,F&B,121206.4583234871,139399.607404567,4.349338540467075,5,0.55,5.6,0,11.705258888046508,Micro,False,51500.0,0,17.1,0.08,0.65
Apex Industries LLP,Telangana,Construction,1415800.3741052167,2088396.9902057445,3.275978832445894,2,0.68,14.2,0,14.163206270872127,Small,True,51500.0,0,22.8,0.06,0.45
Apex Systems Pvt Ltd,Rajasthan,Manufacturing,58120.86505338354,75883.14472467313,12.594689967701408,6,0.42,69.8,1,10.970297206869692,Micro,False,51500.0,0,44.4,0.08,0.65
Global Tech Corp,Uttar Pradesh,IT Services,8490171.29013452,12193068.407579498,10.63716142884984,3,0.15,97.1,0,15.954419851383689,Small,False,51500.0,0,68.9,0.09,0.45
Green Ventures Corp,Karnataka,Logistics,1854437.5574454824,2661785.2240007734,9.222234275233046,4,0.35,83.4,0,14.433092543761669,Small,True,144200.0,0,51.9,0.05,0.45
Blue Ventures Corp,Karnataka,Retail,6566274.480681378,8569869.03000906,2.1275371955742046,3,0.28,46.9,0,15.697457331795816,Small,True,144200.0,0,35.7,0.05,0.45
Sai Systems LLP,Telangana,F&B,204358.48257048315,265439.5323411432,5.019160925730229,2,0.55,12.4,0,12.227635891490475,Micro,True,51500.0,0,22.0,0.06,0.65
Blue Systems Corp,Uttar Pradesh,Logistics,1675086.246252696,1988480.7449862116,3.8676381325316207,1,0.35,39.2,0,14.33137580919985,Small,False,51500.0,0,33.2,0.09,0.45
Green Industries Ltd,Gujarat,Logistics,1469191.8447654129,1995707.8263363368,3.630839394090753,4,0.35,35.5,0,14.200223722758842,Small,True,123600.0,0,31.7,0.06,0.45
Lakshmi Ventures LLP,Maharashtra,Retail,604430.5450128611,736152.2171353964,8.702464687708233,4,0.28,73.1,0,13.312043700296815,Micro,True,226600.0,1,46.1,0.05,0.65
Sai Enterprises Corp,Uttar Pradesh,Manufacturing,63988.43475239516,84353.8717335435,2.721055108180142,2,0.42,1.9,0,11.06647326672045,Micro,False,51500.0,0,11.2,0.09,0.65
Apex Logistics Pvt Ltd,Uttar Pradesh,IT Services,2890556.3418831956,3774817.110066499,2.7284463158708925,5,0.15,49.6,0,14.876959893357782,Small,False,51500.0,0,36.6,0.09,0.45
Royal Ventures LLP,Maharashtra,IT Services,1263848.4092267277,1575209.748747517,3.318460286569734,1,0.15,42.7,0,14.04967270832142,Small,True,226600.0,0,34.4,0.05,0.45
Apex Solutions Pvt Ltd,Karnataka,Manufacturing,428200.5048249318,568564.1607450526,7.1419624352594875,5,0.42,47.6,1,12.96734916943545,Micro,True,144200.0,0,35.9,0.05,0.65
Lakshmi Enterprises Corp,Delhi,Retail,321994.35650369327,403501.86919269734,2.606356801305587,5,0.28,12.8,0,12.68229240362658,Micro,True,103000.0,0,22.2,0.04,0.65
Green Enterprises Pvt Ltd,Karnataka,Manufacturing,22248666.03765438,25072329.79436527,6.789690799341732,3,0.42,87.6,0,16.917792656361915,Medium,True,144200.0,0,54.6,0.05,0.25
Royal Solutions LLP,West Bengal,IT Services,850343.6014744429,1215312.2910305057,7.95846733078937,2,0.15,77.5,0,13.653396959807996,Micro,False,51500.0,0,48.2,0.08,0.65
Green Solutions LLP,Gujarat,Retail,193883.19734999357,213817.7182073896,13.218715195851482,1,0.28,89.2,0,12.175016338940948,Micro,True,123600.0,0,55.7,0.06,0.65
Sai Logistics Pvt Ltd,Telangana,F&B,343717.1801812628,512473.8167898278,3.6129763393343106,3,0.55,8.7,0,12.747577356932934,Micro,True,51500.0,0,19.8,0.06,0.65
Green Solutions LLP,Tamil Nadu,Construction,767756.0675950506,1002554.8490315472,7.279075151101615,1,0.68,40.0,0,13.551228643855032,Micro,True,154500.0,0,33.4,0.06,0.65
Sai Ventures LLP,West Bengal,Manufacturing,1817670.3864672456,2086960.5441275449,8.071150566595916,5,0.42,73.7,0,14.413066781862748,Small,False,51500.0,1,46.3,0.08,0.45
Blue Solutions Pvt Ltd,Uttar Pradesh,Construction,1476238.426615335,1967670.7874116113,9.143852447367165,5,0.68,66.7,0,14.205008484141445,Small,False,51500.0,1,43.0,0.09,0.45
Sai Solutions LLP,Delhi,Manufacturing,2071562.797863384,2356244.752349626,3.279067354773395,3,0.42,33.3,0,14.54381433793188,Small,True,103000.0,0,30.7,0.04,0.45
Blue Industries Ltd,Rajasthan,IT Services,440336.7098442317,601383.5851931138,6.482768758868158,3,0.15,59.1,0,12.995297233873028,Micro,False,51500.0,1,39.9,0.08,0.65
Nova Logistics Pvt Ltd,Karnataka,Logistics,1484279.6316958372,2153973.7669508215,2.38040713503175,2,0.35,24.9,0,14.210440789747716,Small,True,144200.0,0,27.5,0.05,0.45
Shree Solutions Pvt Ltd,Telangana,F&B,640590.3779664967,712123.7966942543,3.4715603197802585,1,0.55,13.5,1,13.370147056757371,Micro,True,51500.0,0,22.5,0.06,0.65
Green Trading Pvt Ltd,Uttar Pradesh,IT Services,1316367.3799429105,1700843.2842880285,3.620384582604235,4,0.15,46.9,0,14.090387275664773,Small,False,51500.0,0,35.7,0.09,0.45
Green Enterprises Corp,Telangana,Construction,2085759.8068784715,2739065.9071357157,4.908795517786968,2,0.68,32.6,0,14.550644242042267,Small,True,51500.0,0,30.4,0.06,0.45
Nova Trading LLP,West Bengal,F&B,165995.2821665317,202673.3168782676,4.793389997242253,5,0.55,9.2,0,12.019720670500714,Micro,False,51500.0,0,20.2,0.08,0.65
Lakshmi Systems LLP,Rajasthan,Logistics,188665.6027744,251740.92057380895,9.111794524743132,3,0.35,59.4,0,12.147736729865564,Micro,False,51500.0,1,40.0,0.08,0.65
Blue Tech Ltd,Delhi,IT Services,5659438.376732694,8245731.750549912,12.245036034032337,2,0.15,98.1,0,15.54883539522636,Small,True,103000.0,0,72.4,0.04,0.45
Prime Industries LLP,Gujarat,Logistics,253825.1415012793,303473.103650677,7.814924992397288,2,0.35,51.1,1,12.4444048293573,Micro,True,123600.0,0,37.1,0.06,0.65
Green Enterprises Ltd,Tamil Nadu,Retail,797915.9532983016,1190573.9710746305,9.617439307741794,2,0.28,81.4,0,13.589759802467944,Micro,True,154500.0,0,50.6,0.06,0.65
Global Industries LLP,Maharashtra,IT Services,283992.06483112054,325541.24513760855,6.468012833641532,2,0.15,52.5,0,12.55670509723645,Micro,True,226600.0,0,37.6,0.05,0.65
Royal Logistics Pvt Ltd,Karnataka,Logistics,2508309.159252223,2960719.1765897777,7.329371657947666,4,0.35,75.3,0,14.735119841052102,Small,True,144200.0,0,47.0,0.05,0.45
Shree Solutions Ltd,Karnataka,Construction,1696922.221783033,2230753.855215879,5.179049813606726,3,0.68,32.2,0,14.34432729969434,Small,True,144200.0,0,30.2,0.05,0.45
Sai Systems Pvt Ltd,Delhi,Retail,1250816.5414330915,1605829.785214061,4.402061678892524,1,0.28,45.0,0,14.03930792863849,Small,True,103000.0,0,35.1,0.04,0.45
Sai Enterprises LLP,West Bengal,Retail,202107.471230606,274725.2478321961,5.172078489203137,3,0.28,28.3,0,12.216559818547926,Micro,False,51500.0,0,28.6,0.08,0.65
Lakshmi Industries Ltd,Delhi,Retail,155199.59960450494,220612.72033940337,7.968127665138141,5,0.28,50.0,1,11.952473750154882,Micro,True,103000.0,0,36.7,0.04,0.65
Sai Logistics Ltd,Maharashtra,Manufacturing,6298992.891259974,9086054.41189431,4.539346703016532,1,0.42,60.8,0,15.655900478808386,Small,True,226600.0,1,40.6,0.05,0.45
Prime Trading Corp,West Bengal,Retail,1259476.9154164975,1869481.5951443824,4.925034660485987,2,0.28,50.7,0,14.04620784021575,Small,False,51500.0,0,36.9,0.08,0.45
Global Tech Ltd,West Bengal,Retail,1779361.607490732,2047767.9791830387,9.421645864833952,2,0.28,86.8,0,14.391765772460918,Small,False,51500.0,0,54.0,0.08,0.45
Nova Ventures LLP,Karnataka,IT Services,3167273.142537315,4162669.772342586,5.396882942412315,4,0.15,73.1,0,14.968381883990244,Small,True,144200.0,1,46.1,0.05,0.45
Shree Systems Ltd,Maharashtra,IT Services,1033036.0291409432,1373017.4876790035,1.0026562512681945,3,0.15,20.0,0,13.848013593675136,Small,True,226600.0,0,25.5,0.05,0.45
Royal Solutions LLP,Rajasthan,F&B,1671894.1119109949,1953132.147025988,4.381853867896728,3,0.55,32.6,0,14.329468338548391,Small,False,51500.0,0,30.4,0.08,0.45
Prime Tech Ltd,Tamil Nadu,IT Services,199541.79075463075,241693.96980782895,10.31788777856686,3,0.15,79.1,1,12.203783982310512,Micro,True,154500.0,0,49.0,0.06,0.65
Blue Logistics Pvt Ltd,Telangana,Logistics,76205.1382673062,105857.12685030904,5.037911813193979,6,0.35,11.7,0,11.24119729311944,Micro,True,51500.0,0,21.6,0.06,0.65
Green Systems Ltd,Karnataka,Construction,338233.01933786715,398571.1091124818,5.287418696934724,5,0.68,13.5,0,12.731493299796083,Micro,True,144200.0,0,22.5,0.05,0.65
Green Enterprises Ltd,Tamil Nadu,Manufacturing,1659126.2072052006,1959149.938740803,13.318877807557444,5,0.42,95.0,0,14.32180224327054,Small,True,154500.0,0,63.7,0.06,0.45
Lakshmi Logistics Corp,Delhi,F&B,1743980.621001264,1972430.660364455,12.458840352483096,1,0.55,91.7,0,14.371681344978828,Small,True,103000.0,0,58.1,0.04,0.45
Royal Tech LLP,Telangana,Logistics,951176.8570970348,1183897.9061395605,11.355950520128829,3,0.35,89.4,0,13.765456345173783,Micro,True,51500.0,0,55.8,0.06,0.65
Sai Tech LLP,Tamil Nadu,IT Services,1418912.4812407186,1867412.1383303625,7.611905025934046,1,0.15,79.8,0,14.16540198264184,Small,True,154500.0,0,49.6,0.06,0.45
Nova Enterprises Pvt Ltd,Tamil Nadu,Construction,4092816.966628606,4528050.1388270445,5.29235243300697,2,0.68,45.0,0,15.224744280170505,Small,True,154500.0,0,35.1,0.06,0.45
Prime Enterprises Pvt Ltd,Tamil Nadu,Logistics,1499141.1682192872,1681742.1257695332,3.8033494854727823,4,0.35,37.2,0,14.2204036146284,Small,True,154500.0,0,32.4,0.06,0.45
Sai Solutions Corp,Uttar Pradesh,F&B,749525.4940989584,1115328.9789594617,4.59272761563618,4,0.55,23.7,1,13.527196944931326,Micro,False,51500.0,0,27.1,0.09,0.65
Sai Trading Pvt Ltd,Rajasthan,Construction,334843.939789075,400934.44773209933,7.041391875041655,2,0.68,27.9,0,12.72142283735026,Micro,False,51500.0,0,28.4,0.08,0.65
Nova Systems Pvt Ltd,Maharashtra,Logistics,425080.5169526916,628754.7124900366,6.207881961126596,3,0.35,42.1,0,12.960036234108973,Micro,True,226600.0,0,34.2,0.05,0.65
Green Tech Pvt Ltd,Delhi,Manufacturing,7373464.311466872,10479670.384032171,3.451492408581002,3,0.42,52.9,0,15.813398345175306,Small,True,103000.0,0,37.7,0.04,0.45
Sai Systems Corp,Rajasthan,Manufacturing,598628.1061293492,669798.9720935832,10.24979426958009,2,0.42,77.3,0,13.302397496889457,Micro,False,51500.0,0,48.1,0.08,0.65
Blue Systems LLP,Delhi,Logistics,32096.392858731935,47786.12824110372,5.412649630879266,3,0.35,7.2,1,10.376530086465491,Micro,True,103000.0,0,18.5,0.04,0.65
Nova Ventures Corp,Maharashtra,Retail,1206649.569832603,1527693.4939871102,13.431948967208772,2,0.28,96.1,0,14.003358955127135,Small,True,226600.0,0,65.7,0.05,0.45
