company_name,State,Sector,paid_up_capital,authorized_cap_inr,age_years,capital_tier,director_count,state_npa_proxy,credit_score,default_risk,is_metro,sector_risk_score
Dynamic Fabrics Ltd,Tamil Nadu,F&B,8913702.500214592,11613479.35971378,7.55,Micro,1,0.08,689,0,1,0.55
Nova Industries Corp,Karnataka,Retail,5825012.383012003,8196813.165913254,5.88,Micro,3,0.05,689,0,1,0.35
Jagannath Solutions Pvt Ltd,Tamil Nadu,Manufacturing,3176934.7783230944,3975966.6482523005,5.72,Micro,2,0.08,685,0,1,0.48
Nova Logistics Ltd,West Bengal,Manufacturing,5979697.217773072,8947423.62563064,7.0,Micro,4,0.08,664,0,1,0.48
Dynamic Fabrics Ltd,Karnataka,F&B,5475026.976968324,6766160.277652079,17.86,Micro,2,0.05,726,0,1,0.55
Maruti Fabrics LLP,Haryana,Retail,7023465.931985505,7810191.026480717,4.02,Micro,2,0.08,684,0,0,0.35
Quality Industries Ltd,Goa,IT Services,9001526.673227092,10999387.766289268,9.11,Micro,3,0.08,671,0,0,0.28
Sai Solutions LLP,Gujarat,IT Services,476652781.4680513,667071842.9710773,2.7,Medium,2,0.05,603,0,0,0.28
Quality Solutions Ltd,Andhra Pradesh,Manufacturing,6466829.911497921,8217387.68303308,9.34,Micro,4,0.08,678,0,0,0.48
Dynamic Fabrics Ltd,Delhi,Manufacturing,9580467.574659808,11940733.114314426,3.6,Micro,4,0.05,525,0,1,0.48
Quality Enterprises Ltd,Maharashtra,Retail,25634023.59767222,30446387.436302003,6.9,Small,4,0.05,716,0,1,0.35
Dynamic Builders LLP,Bihar,Manufacturing,8374766.982439284,10324167.101194767,9.65,Micro,1,0.11,659,0,0,0.48
Apex Enterprises Ltd,Maharashtra,Manufacturing,6261329.020453239,8505081.489729919,3.49,Micro,4,0.05,571,0,1,0.48
Indian Fabrics Ltd,Maharashtra,Manufacturing,9446147.77948406,11033671.412422908,3.85,Micro,4,0.05,528,0,1,0.48
Nova Logistics Corp,Uttar Pradesh,Manufacturing,3148114.921983529,4000662.170022388,19.75,Micro,4,0.11,686,0,0,0.48
Global Enterprises Corp,Bihar,Construction,2061729.4658891323,2487783.8152023028,4.19,Micro,1,0.11,664,0,0,0.62
Apex Ventures Ltd,Maharashtra,F&B,90476616.12370577,129607733.14057736,6.23,Small,3,0.05,702,0,1,0.55
Indian Trading Pvt Ltd,Telangana,Retail,4602507.298452373,5362162.350590579,2.1,Micro,1,0.08,524,0,1,0.35
Maruti Ventures Pvt Ltd,Tamil Nadu,IT Services,36475042.62998055,53330668.72862394,4.85,Small,1,0.08,700,0,1,0.28
Dynamic Tech LLP,Chandigarh,Retail,16709331.991822481,18662304.163364284,13.28,Small,2,0.08,763,0,0,0.35
Jagannath Logistics Ltd,Karnataka,Manufacturing,5742963.566851259,7132676.813565882,11.18,Micro,3,0.05,715,0,1,0.48
Global Tech Pvt Ltd,Maharashtra,Logistics,4195554.365151336,5077572.79633874,13.41,Micro,4,0.05,737,0,1,0.42
Sai Solutions Ltd,Punjab,IT Services,294449359.9004006,343685863.8112691,1.43,Medium,1,0.08,604,0,0,0.28
Apex Logistics LLP,Delhi,F&B,5942205.401228259,8340675.93118603,9.32,Micro,1,0.05,688,0,1,0.55
Jagannath Enterprises Corp,Maharashtra,Retail,20948027.949160136,29436220.980203312,4.84,Small,4,0.05,691,0,1,0.35
Global Enterprises Corp,Uttar Pradesh,Logistics,45932260.446008205,60732578.19183696,10.89,Small,4,0.11,674,0,0,0.42
Shree Trading Pvt Ltd,West Bengal,Construction,2498647.461760259,3354258.577302037,6.66,Micro,2,0.08,667,0,1,0.62
Apex Industries Pvt Ltd,Meghalaya,Retail,382557065.58915323,434454969.5001996,9.91,Medium,3,0.08,686,0,0,0.35
Quality Fabrics Ltd,Gujarat,IT Services,6828240.288456364,9622882.209307486,3.77,Micro,3,0.05,536,0,0,0.28
Quality Logistics Pvt Ltd,Delhi,Retail,5909043.161673682,7384351.688766131,12.48,Micro,4,0.05,707,0,1,0.35
Maruti Enterprises LLP,Karnataka,Logistics,2517784.4847156946,3022505.1580861383,6.31,Micro,2,0.05,645,0,1,0.42
Apex Fabrics LLP,Tamil Nadu,Construction,8613751.750135565,10063273.22433011,2.03,Micro,2,0.08,542,0,1,0.62
Global Logistics Pvt Ltd,Haryana,Construction,8961434.613953,12958987.60643034,3.62,Micro,4,0.08,536,0,0,0.62
Global Enterprises Ltd,Gujarat,Manufacturing,8324232.479058903,11497947.178862335,8.33,Micro,4,0.05,699,0,0,0.48
Balaji Foods Corp,Delhi,F&B,8805827.069338137,13029792.800293585,1.84,Micro,3,0.05,559,0,1,0.55
Balaji Enterprises LLP,Madhya Pradesh,Retail,1955217.8337075552,2763976.485600377,6.71,Micro,2,0.08,698,0,0,0.35
Maruti Fabrics Ltd,Delhi,Retail,42019428.415469244,59710913.829029046,7.44,Small,1,0.05,708,0,1,0.35
Dynamic Builders Corp,West Bengal,Manufacturing,7003059.322063993,8980779.829420008,7.28,Micro,4,0.08,679,0,1,0.48
Balaji Enterprises Ltd,Gujarat,Construction,8720682.443811974,9755834.33273402,8.4,Micro,2,0.05,699,0,0,0.62
Maruti Logistics Ltd,Haryana,Manufacturing,855095.035173219,1153079.0143747465,2.97,Micro,3,0.08,537,1,0,0.48
Maruti Tech Corp,West Bengal,IT Services,8750679.468835857,11700702.505068772,4.1,Micro,4,0.08,696,0,1,0.28
Shree Industries LLP,Uttar Pradesh,Logistics,4879086.026098421,7004626.910574621,6.41,Micro,4,0.11,596,0,0,0.42
Maruti Tech Ltd,Chhattisgarh,Manufacturing,4762082.762861077,5852899.808523642,7.63,Micro,4,0.08,659,0,0,0.48
Sai Ventures Corp,Telangana,Construction,9676580.196101798,14299409.434491891,8.4,Micro,4,0.08,633,0,1,0.62
Indian Solutions Corp,Bihar,Manufacturing,2129949.3192714867,3153054.791250906,5.5,Micro,2,0.11,647,0,0,0.48
Apex Tech Ltd,Karnataka,Logistics,1413966.122662338,1805521.7579279852,6.96,Micro,1,0.05,697,0,1,0.42
Maruti Industries Pvt Ltd,Telangana,Retail,6309738.261530574,7400419.536398156,7.29,Micro,3,0.08,675,0,1,0.35
Maruti Logistics Pvt Ltd,Maharashtra,Construction,6805791.188363724,8998338.736783959,7.29,Micro,1,0.05,720,0,1,0.62
Indian Industries LLP,Bihar,IT Services,2721582.51899702,3524025.1595320865,4.6,Micro,4,0.11,596,0,0,0.28
Ravi Ventures Pvt Ltd,Maharashtra,IT Services,9190807.349404378,10398769.17677614,12.99,Micro,3,0.05,711,0,1,0.28
Dynamic Trading Corp,Tamil Nadu,F&B,5781871.876574881,8139121.766748455,1.35,Micro,4,0.08,520,0,1,0.55
Jagannath Trading Corp,Tamil Nadu,Retail,9044779.45578609,10621248.04963481,6.27,Micro,1,0.08,667,0,1,0.35
Quality Enterprises Ltd,Delhi,Retail,6279927.167818258,8729158.90140369,14.11,Micro,1,0.05,752,0,1,0.35
Balaji Solutions LLP,Delhi,F&B,2358704.4490964306,3357735.8819294465,8.55,Micro,2,0.05,683,0,1,0.55
Nova Fabrics Corp,Tamil Nadu,Manufacturing,8291386.78679416,12202902.800201247,7.23,Micro,2,0.08,676,0,1,0.48
Dynamic Foods Ltd,Maharashtra,Retail,5555289.456225179,6410686.59613801,8.4,Micro,1,0.05,683,0,1,0.35
Quality Foods Ltd,Madhya Pradesh,F&B,38002335.176814176,45871189.09282408,3.91,Small,1,0.08,528,0,0,0.55
Global Trading Pvt Ltd,Maharashtra,Logistics,1553144.1557742837,1764072.8966642392,1.46,Micro,1,0.05,567,0,1,0.42
Ravi Builders LLP,Karnataka,IT Services,5992575.941908572,7278288.000689792,8.52,Micro,4,0.05,682,0,1,0.28
Quality Builders Corp,Telangana,F&B,9585733.571465127,11712157.757036451,8.81,Micro,3,0.08,690,0,1,0.55
Jagannath Ventures Ltd,Telangana,IT Services,9541580.276593128,10684279.879346643,6.65,Micro,4,0.08,668,0,1,0.28
Nova Fabrics LLP,Delhi,Retail,1196123.9073840834,1572287.663111909,5.09,Micro,4,0.05,718,0,1,0.35
Maruti Solutions LLP,Karnataka,Retail,3270801.8804477747,3766858.026054189,22.84,Micro,4,0.05,723,0,1,0.35
Apex Trading Ltd,West Bengal,Construction,8639207.642033769,11544690.407209445,2.11,Micro,3,0.08,536,0,1,0.62
Dynamic Tech Corp,Tamil Nadu,Retail,868164.8166654014,1146943.7288302372,2.93,Micro,2,0.08,554,1,1,0.35
Shree Trading Pvt Ltd,Maharashtra,Construction,49441071.14385177,70081573.23011227,8.03,Small,2,0.05,723,0,1,0.62
Balaji Fabrics Pvt Ltd,Uttar Pradesh,Retail,84464993.06142329,115986093.9562387,10.26,Small,3,0.11,672,0,0,0.35
Ravi Enterprises LLP,Maharashtra,Construction,1883258.2237022978,2567569.5634446237,7.13,Micro,4,0.05,683,0,1,0.62
Jagannath Ventures Pvt Ltd,West Bengal,Retail,4536343.032359463,6091901.124137664,4.79,Micro,2,0.08,658,0,1,0.35
Quality Enterprises Corp,Maharashtra,Retail,2023855.4416654932,2382261.972986994,3.77,Micro,2,0.05,575,0,1,0.35
Jagannath Builders Corp,Gujarat,Manufacturing,13283587.138932178,15403390.089537784,8.13,Small,1,0.05,674,0,0,0.48
Maruti Ventures LLP,Rajasthan,Manufacturing,7863164.9154129075,11610219.517309234,8.38,Micro,3,0.08,686,0,0,0.48
Sai Fabrics Corp,Telangana,Retail,86426415.39050913,109047719.75431935,1.14,Small,4,0.08,542,0,1,0.35
Quality Tech LLP,Karnataka,Logistics,9974138.26397767,11471615.626836369,13.03,Micro,1,0.05,720,0,1,0.42
Ravi Enterprises Ltd,Tamil Nadu,Manufacturing,6038818.8651157785,6888481.081767582,21.01,Micro,3,0.08,755,0,1,0.48
Apex Foods Corp,Uttar Pradesh,Manufacturing,63433447.24560986,79803232.10045737,7.28,Small,1,0.11,675,0,0,0.48
Shree Ventures LLP,Odisha,Retail,97740641.98923391,139680758.50356856,3.84,Small,3,0.11,528,0,0,0.35
Apex Tech Ltd,Telangana,Manufacturing,6177440.620334589,9138376.236564092,8.5,Micro,2,0.08,661,0,1,0.48
Sai Foods LLP,Gujarat,Retail,8653121.623526713,9538814.420213481,3.86,Micro,3,0.05,535,0,0,0.35
Shree Enterprises Corp,Maharashtra,Retail,5690545.608994516,8359566.245038635,7.37,Micro,4,0.05,660,0,1,0.35
Quality Fabrics Pvt Ltd,Maharashtra,F&B,1319618.174432738,1713232.8167585006,5.6,Micro,1,0.05,647,0,1,0.55
Nova Enterprises LLP,Telangana,Retail,8060336.817427829,11994882.950188996,2.92,Micro,1,0.08,500,0,1,0.35
Apex Enterprises Corp,Karnataka,Construction,3558789.188525514,4548117.955990289,9.95,Micro,4,0.05,665,0,1,0.62
Quality Tech Pvt Ltd,Maharashtra,Logistics,1768823.9435886024,2037917.2069278501,9.27,Micro,3,0.05,655,0,1,0.42
Maruti Trading Pvt Ltd,Maharashtra,F&B,1707640.7545951044,1972687.1947996363,15.34,Micro,2,0.05,766,0,1,0.55
Balaji Foods Ltd,Karnataka,Retail,4007623.281568345,4731800.306854618,3.02,Micro,4,0.05,556,0,1,0.35
Shree Logistics Pvt Ltd,Rajasthan,Manufacturing,4423858.50839972,5910209.116119515,9.05,Micro,2,0.08,649,0,0,0.48
Nova Builders Ltd,Karnataka,IT Services,25912565.150649317,29054555.517500147,7.11,Small,4,0.05,746,0,1,0.28
Global Trading Pvt Ltd,Karnataka,Retail,5352177.406303863,6900358.066038998,5.87,Micro,1,0.05,629,0,1,0.35
Global Fabrics Corp,Maharashtra,Retail,4795829.509480326,6953781.758323301,10.73,Micro,2,0.05,669,0,1,0.35
Shree Trading Ltd,Rajasthan,Retail,6228367.783404075,9101501.596507266,6.96,Micro,2,0.08,702,0,0,0.35
Shree Logistics Ltd,Rajasthan,Logistics,7541409.866546351,8416162.161320688,15.98,Micro,3,0.08,760,0,0,0.42
Ravi Trading Corp,Karnataka,Retail,2144194.298469851,2653924.4642143007,3.33,Micro,1,0.05,523,0,1,0.35
Balaji Trading Ltd,Delhi,Manufacturing,5119808.775269492,5969198.654507552,10.2,Micro,1,0.05,675,0,1,0.48
Sai Builders LLP,Tamil Nadu,Manufacturing,5905250.3057555035,7181815.597319607,6.97,Micro,1,0.08,699,0,1,0.48
Sai Industries Pvt Ltd,Maharashtra,Manufacturing,9908915.666873796,13237605.755650086,3.77,Micro,4,0.05,546,0,1,0.48
Jagannath Foods LLP,West Bengal,Logistics,64063718.32484791,91647980.7231061,6.82,Small,1,0.08,702,0,1,0.42
Indian Builders Ltd,Telangana,Manufacturing,2402732.0693561267,3213672.8629683196,1.95,Micro,3,0.08,572,0,1,0.48
Ravi Tech Corp,Gujarat,IT Services,1995003.1047685891,2842999.9095606008,4.02,Micro,2,0.05,661,0,0,0.28
Apex Ventures Ltd,Maharashtra,Manufacturing,4895032.099943158,7068445.03903449,12.99,Micro,3,0.05,701,0,1,0.48
Jagannath Tech LLP,Delhi,Logistics,4289743.555200983,5694519.062841645,6.14,Micro,1,0.05,651,0,1,0.42
Dynamic Ventures LLP,Haryana,Retail,2039318.3204663396,2720264.037386647,3.6,Micro,1,0.08,544,0,0,0.35
Jagannath Industries Corp,Delhi,Manufacturing,1743015.4439158428,2415799.5234826766,3.83,Micro,4,0.05,518,0,1,0.48
Global Foods Ltd,Karnataka,F&B,59151989.24553254,69933565.14285643,6.51,Small,4,0.05,759,0,1,0.55
Jagannath Industries Ltd,Gujarat,Manufacturing,8447594.149259428,12669607.907972641,5.81,Micro,4,0.05,671,0,0,0.48
Balaji Solutions Ltd,West Bengal,Manufacturing,22486210.76765785,30590998.373158593,8.97,Small,3,0.08,713,0,1,0.48
Global Trading LLP,Tamil Nadu,Logistics,4424586.40390189,5581361.381582549,7.88,Micro,1,0.08,670,0,1,0.42
Shree Solutions Ltd,Gujarat,Construction,3181875.4245160343,3565638.309672916,9.08,Micro,4,0.05,678,0,0,0.62
Quality Logistics Ltd,Punjab,Retail,5656435.032104088,6407868.06795081,6.37,Micro,1,0.08,688,0,0,0.35
Quality Ventures Corp,Maharashtra,Manufacturing,7786031.7612533495,9491839.978908783,8.14,Micro,1,0.05,674,0,1,0.48
Maruti Ventures Corp,Gujarat,Retail,1344436.9504225284,1756840.6542568284,4.13,Micro,2,0.05,669,0,0,0.35
Nova Logistics Corp,Karnataka,F&B,586482.3590627436,837522.2887754143,4.42,Micro,2,0.05,674,0,1,0.55
Apex Logistics LLP,Uttar Pradesh,Manufacturing,7297503.984904472,10232265.819077235,3.36,Micro,3,0.11,512,0,0,0.48
Maruti Fabrics Pvt Ltd,Karnataka,Construction,5068978.562949318,6980351.71261333,8.13,Micro,4,0.05,685,0,1,0.62
Nova Industries Ltd,Himachal Pradesh,Logistics,904518.3151277457,1352470.6665157897,8.45,Micro,1,0.08,673,0,0,0.42
Nova Industries LLP,Uttar Pradesh,IT Services,1051769.8777237854,1253474.1424800844,2.12,Micro,2,0.11,473,1,0,0.28
Shree Fabrics Ltd,Gujarat,Construction,4291336.314167829,5486198.805349587,9.32,Micro,1,0.05,699,0,0,0.62
Apex Builders Ltd,Tamil Nadu,Retail,5760223.5457409965,8027387.981902323,5.13,Micro,4,0.08,684,0,1,0.35
Apex Trading Corp,Gujarat,F&B,44560642.995472595,60328566.29564692,8.71,Small,3,0.05,691,0,0,0.55
Shree Logistics Corp,Jammu & Kashmir,Manufacturing,9966801.505639492,14859611.229920473,4.36,Micro,3,0.08,661,0,0,0.48
Indian Fabrics LLP,Maharashtra,Logistics,8519052.071893398,11184214.416570615,4.09,Micro,2,0.05,674,0,1,0.42
Jagannath Industries LLP,Gujarat,Construction,7161538.689487236,9852206.468047822,15.93,Micro,1,0.05,720,0,0,0.62
Ravi Ventures Corp,Tamil Nadu,Manufacturing,61502787.144084096,72246462.67688929,1.75,Small,4,0.08,581,0,1,0.48
Global Industries Pvt Ltd,West Bengal,Retail,134563414.7242336,192215513.13356793,4.48,Medium,4,0.08,709,0,1,0.35
Apex Logistics Ltd,Punjab,Manufacturing,6375711.585295577,8894239.38968404,1.77,Micro,4,0.08,509,0,0,0.48
Quality Trading LLP,Gujarat,Manufacturing,3184853.3643203867,4092829.325632625,2.56,Micro,1,0.05,526,0,0,0.48
Balaji Foods Ltd,Karnataka,Manufacturing,8131236.5519091785,9281832.317534901,7.45,Micro,3,0.05,665,0,1,0.48
Sai Foods LLP,Tamil Nadu,Logistics,7605524.094933099,10178803.326113483,6.79,Micro,2,0.08,668,0,1,0.42
Sai Foods Pvt Ltd,Telangana,Manufacturing,39492974.33268258,54296145.87955428,8.51,Small,3,0.08,718,0,1,0.48
Ravi Foods Pvt Ltd,Maharashtra,Manufacturing,189574314.10673156,233155192.54632467,3.43,Medium,2,0.05,566,0,1,0.48
Shree Trading Pvt Ltd,Punjab,Retail,7317602.176471486,8262493.728246933,4.68,Micro,4,0.08,716,0,0,0.35
Shree Ventures Ltd,Kerala,Retail,8524084.1326362,10172044.136144714,4.29,Micro,4,0.08,677,0,0,0.35
Jagannath Ventures Corp,Gujarat,Manufacturing,3751854.039007485,5017979.532504572,3.7,Micro,3,0.05,542,0,0,0.48
Shree Builders LLP,Tamil Nadu,Retail,8055073.96356104,10089216.389487427,6.45,Micro,4,0.08,677,0,1,0.35
Shree Trading Corp,West Bengal,Construction,860991.116338382,1048756.7284912895,7.72,Micro,1,0.08,677,0,1,0.62
Quality Fabrics LLP,Kerala,F&B,4547841.36361868,6627350.122567763,9.83,Micro,3,0.08,682,0,0,0.55
Balaji Trading LLP,Karnataka,IT Services,3595033.5752347377,5325361.945263574,4.78,Micro,4,0.05,658,0,1,0.28
Nova Tech Ltd,Telangana,Construction,7682672.622486579,8971472.687317472,5.18,Micro,2,0.08,682,0,1,0.62
Jagannath Tech LLP,Uttar Pradesh,Retail,3454165.6937979804,4143471.171200387,5.42,Micro,1,0.11,636,0,0,0.35
Sai Ventures Ltd,Tamil Nadu,Retail,2013928.7114968558,2875521.7202706235,8.51,Micro,2,0.08,630,0,1,0.35
Balaji Solutions LLP,Mizoram,IT Services,2913205.0542493383,3562320.0191840194,5.59,Micro,1,0.08,691,0,0,0.28
Shree Builders LLP,Delhi,Manufacturing,2507916.3351759743,3385355.069970689,5.96,Micro,2,0.05,685,0,1,0.48
Dynamic Solutions LLP,Gujarat,Logistics,72635260.0690412,83850818.43545376,11.15,Small,3,0.05,720,0,0,0.42
Balaji Industries Corp,Gujarat,Logistics,3412050.7934198487,3780258.3782493547,8.8,Micro,3,0.05,675,0,0,0.42
Maruti Builders LLP,Maharashtra,Retail,2988676.062679713,3880048.6876543406,9.2,Micro,1,0.05,663,0,1,0.35
Apex Enterprises Corp,Tamil Nadu,Construction,8792130.996632135,13007290.511805968,3.72,Micro,2,0.08,536,0,1,0.62
Nova Builders Ltd,Maharashtra,F&B,28269090.094211422,39072653.19060205,1.92,Small,4,0.05,574,0,1,0.55
Ravi Fabrics Pvt Ltd,Kerala,IT Services,7019166.767502794,9323662.913645748,2.78,Micro,3,0.08,539,0,0,0.28
Quality Logistics LLP,Maharashtra,Construction,3956272.084568178,4457862.741251358,7.34,Micro,3,0.05,652,0,1,0.62
Nova Solutions Corp,Haryana,Retail,7702129.554928566,9487734.776268708,6.63,Micro,2,0.08,683,0,0,0.35
Shree Ventures Pvt Ltd,Tamil Nadu,Manufacturing,1174317.7988862498,1572253.6274960618,9.19,Micro,1,0.08,668,0,1,0.48
Balaji Enterprises LLP,Tamil Nadu,IT Services,1821786.2144556995,2183689.348100957,10.91,Micro,4,0.08,684,0,1,0.28
Apex Industries LLP,Karnataka,Manufacturing,430841534.6874591,557885443.235748,4.86,Medium,2,0.05,711,0,1,0.48
Nova Builders Pvt Ltd,Telangana,F&B,3221171.748261694,3599241.307810262,11.09,Micro,4,0.08,680,0,1,0.55
Dynamic Foods LLP,Karnataka,Manufacturing,969039.8603684161,1332848.0437316226,10.93,Micro,1,0.05,656,0,1,0.48
Sai Industries Ltd,Tamil Nadu,Retail,7070707.691574964,8445069.247076487,1.75,Micro,3,0.08,545,0,1,0.35
Sai Enterprises Corp,Delhi,Construction,2455469.1232443503,2904145.7966767973,9.62,Micro,4,0.05,673,0,1,0.62
Apex Trading Corp,Lakshadweep,Manufacturing,73171744.81550398,106664522.59815042,6.37,Small,2,0.08,698,0,0,0.48
Nova Trading Ltd,Karnataka,Manufacturing,4227830.34760113,4686034.205612935,11.27,Micro,3,0.05,651,0,1,0.48
Dynamic Ventures LLP,Delhi,Retail,3210721.013785629,4814148.508619295,4.21,Micro,3,0.05,708,0,1,0.35
Nova Industries LLP,Tamil Nadu,Retail,5672802.73004688,7499249.969134557,1.72,Micro,1,0.08,560,0,1,0.35
Balaji Enterprises Ltd,Tamil Nadu,Construction,4583920.974934608,6098279.292629361,4.06,Micro,2,0.08,680,0,1,0.62
Shree Solutions Pvt Ltd,Telangana,Construction,7774526.009465264,10870590.42257182,4.31,Micro,2,0.08,639,0,1,0.62
Balaji Solutions Corp,Andhra Pradesh,Retail,6300303.035900939,8858716.942904966,5.91,Micro,3,0.08,676,0,0,0.35
Sai Enterprises Pvt Ltd,Maharashtra,Logistics,3585408.7551280465,4938737.691196891,5.66,Micro,3,0.05,670,0,1,0.42
Shree Foods Pvt Ltd,Gujarat,Retail,8875741.053021308,9818723.134915115,4.3,Micro,3,0.05,659,0,0,0.35
Indian Foods LLP,Maharashtra,Construction,4844521.870652168,6225890.4638437675,11.65,Micro,3,0.05,693,0,1,0.62
Sai Foods Ltd,Gujarat,Manufacturing,5785523.626937712,7445175.989622564,3.28,Micro,3,0.05,538,0,0,0.48
Indian Industries Corp,Gujarat,F&B,93583014.16165383,105848997.87637319,2.62,Small,4,0.05,586,0,0,0.55
Quality Enterprises Corp,Gujarat,Construction,8299928.510839611,12223909.77136461,4.0,Micro,1,0.05,706,0,0,0.62
Apex Enterprises Corp,Uttar Pradesh,Retail,7702281.8500180235,10011169.164072374,3.59,Micro,2,0.11,495,0,0,0.35
Sai Trading Pvt Ltd,West Bengal,IT Services,1134738.8375165113,1387625.0088204343,9.42,Micro,3,0.08,673,0,1,0.28
Quality Foods LLP,Tamil Nadu,Retail,2164968.6834916165,2472819.2526563015,18.43,Micro,4,0.08,721,0,1,0.35
Dynamic Solutions LLP,Karnataka,IT Services,423499294.096505,588685958.3866043,3.59,Medium,4,0.05,609,0,1,0.28
Jagannath Foods Corp,Telangana,Manufacturing,6541283.396621422,9257449.24086275,5.49,Micro,1,0.08,649,0,1,0.48
Dynamic Ventures LLP,Uttar Pradesh,IT Services,98659502.35425535,132021401.04633935,2.37,Small,3,0.11,524,0,0,0.28
Balaji Tech Ltd,Telangana,IT Services,4988893.6553573655,6077306.396552311,3.27,Micro,3,0.08,541,0,1,0.28
Apex Solutions LLP,Delhi,IT Services,7592634.357578506,9437423.427424036,8.83,Micro,4,0.05,654,0,1,0.28
Ravi Tech Corp,Karnataka,Construction,6823012.555994719,9439007.79402285,8.58,Micro,4,0.05,691,0,1,0.62
Indian Solutions Pvt Ltd,Gujarat,Manufacturing,1268743.879220279,1627699.4727584168,9.81,Micro,4,0.05,692,0,0,0.48
Global Trading Corp,West Bengal,Retail,916362.047072947,1332247.1594460912,6.61,Micro,2,0.08,691,0,1,0.35
Dynamic Enterprises Corp,Uttar Pradesh,Manufacturing,97812275.18307972,115825097.01956102,14.47,Small,1,0.11,777,0,0,0.48
Shree Trading LLP,Telangana,Manufacturing,15186307.564266028,16881883.015598927,3.03,Small,1,0.08,569,0,1,0.48
Nova Builders LLP,Karnataka,Retail,8618215.137252863,11739369.606396938,6.65,Micro,3,0.05,650,0,1,0.35
Quality Ventures Ltd,Maharashtra,Construction,8725970.758534117,9788314.016450906,11.42,Micro,2,0.05,659,0,1,0.62
Maruti Tech Ltd,Uttar Pradesh,Manufacturing,9787040.750200536,13654203.72105266,10.7,Micro,3,0.11,593,0,0,0.48
Shree Builders Ltd,Maharashtra,Retail,3228395.041650462,3610106.97887767,20.1,Micro,3,0.05,706,0,1,0.35
Global Trading LLP,Tamil Nadu,Retail,7343165.814517056,10486032.105587741,7.26,Micro,3,0.08,674,0,1,0.35
Jagannath Tech LLP,Maharashtra,Manufacturing,7123991.721061075,9067946.35902726,9.86,Micro,2,0.05,693,0,1,0.48
Indian Logistics Ltd,Telangana,IT Services,5831802.795610715,6442601.909636962,2.29,Micro,2,0.08,517,0,1,0.28
Shree Logistics LLP,Tamil Nadu,Retail,9754847.62294211,12732739.472457951,6.21,Micro,4,0.08,665,0,1,0.35
Shree Logistics Pvt Ltd,Maharashtra,Construction,2525994.384402124,3492104.193604879,10.46,Micro,3,0.05,677,0,1,0.62
Quality Builders Pvt Ltd,Gujarat,Manufacturing,4252075.123261507,4782226.708854911,11.51,Micro,2,0.05,648,0,0,0.48
Ravi Logistics Ltd,Maharashtra,Manufacturing,24947445.64281359,33631447.55299089,8.88,Small,3,0.05,722,0,1,0.48
Jagannath Trading LLP,Telangana,Logistics,8358029.884562882,10709274.325995142,8.39,Micro,4,0.08,665,0,1,0.42
Global Trading Corp,Maharashtra,Construction,8961462.995029178,13367276.480232464,6.77,Micro,2,0.05,657,0,1,0.62
Balaji Industries Pvt Ltd,Maharashtra,Manufacturing,5718251.943021063,7846714.653478985,2.62,Micro,2,0.05,531,0,1,0.48
Maruti Trading Ltd,Karnataka,F&B,3306095.4004845833,3846900.8583171587,11.44,Micro,4,0.05,681,0,1,0.55
